bfF7zvhlEko,100,people crowd,train
bfJwCwf0E7w,173,tap dancing,train
bfLLGq5P1f8,139,parrot talking,train
bfLqa4vlmFI,274,"race car, auto racing",test
bfNpS6Mg8uU,100,driving motorcycle,train
bfOLFECH_W8,350,lighting firecrackers,test
bfSXnrAZfwA,35,opening or closing drawers,train
bfTiAiBOnvU,120,playing clarinet,train
bfWZiCoiJMA,127,lighting firecrackers,train
bfYa7qFNw9A,30,wind rustling leaves,train
bfZZdTPYmos,19,playing congas,train
bfZZdTPYmos,124,playing congas,train
bf_FG3fopxA,22,playing erhu,train
bf_FG3fopxA,146,playing erhu,train
bf_I0tRLfh4,30,playing trombone,test
bfaw7Bnj_x4,8,dog growling,train
bfbzFyafZmM,36,rope skipping,train
bfbzFyafZmM,52,rope skipping,train
bfdbK62Yud4,36,"electric shaver, electric razor shaving",train
bfnw7vKYnEg,78,cricket chirping,train
bfnw7vKYnEg,219,cricket chirping,train
bfpW5uvqgNA,6,mosquito buzzing,train
bfu1hxE6YWM,47,playing cornet,train
bfu1hxE6YWM,109,playing cornet,train
bfxbhklnZmA,54,francolin calling,train
bfxbhklnZmA,66,francolin calling,train
bfysSxlgdtM,280,playing bagpipes,train
bg142L4Q0RE,0,people shuffling,train
bg142L4Q0RE,14,people shuffling,train
bg2cSah4T6o,10,chicken crowing,train
bg72X5iuUBc,29,people whistling,train
bg7FiCQH3D4,112,ice cracking,test
bg9fsF7o0HY,60,thunder,test
bgCC1xTEBTs,69,playing squash,train
bgD1F88R_w8,51,owl hooting,train
bgD1F88R_w8,140,owl hooting,train
bgECRV2O8KA,2,"cattle, bovinae cowbell",train
bgECRV2O8KA,13,"cattle, bovinae cowbell",train
bgFAH9wBNRI,30,eating with cutlery,train
bgFAppCF8eU,66,playing banjo,train
bgGgPPudjlQ,209,arc welding,test
bgGzRtogK3A,50,people crowd,train
bgHAKparr3I,18,playing erhu,train
bgHAKparr3I,133,playing erhu,train
bgILp269nns,18,horse neighing,train
bgILp269nns,45,horse neighing,train
bgInw0fRZU0,380,"railroad car, train wagon",train
bgLq-5KC7sU,32,slot machine,train
bgNpB82jN88,30,chainsawing trees,train
bgR0ZTbyooE,30,playing harpsichord,train
bgSW3aOkQjY,0,cuckoo bird calling,train
bgSW3aOkQjY,21,cuckoo bird calling,train
bgT_FtwH0IM,30,cat meowing,train
bgWZcEO_riQ,10,skateboarding,train
bgWf798l3mA,30,car passing by,train
bg_zTu9pj4Q,68,basketball bounce,train
bgaNGrIaicw,90,lawn mowing,train
bgcKiVGRSAM,410,people sniggering,train
bgcW7jnEvFc,9,cat meowing,train
bgdiVWTmPDY,109,metronome,train
bgeBJtnhxb0,59,playing badminton,train
bgea0X8pZMw,62,playing table tennis,train
bgj4DDWhEdE,30,"engine accelerating, revving, vroom",train
bgl8r_eRI1I,0,people belly laughing,test
bgnGkhMUjdM,358,playing tennis,train
bgnGkhMUjdM,513,playing tennis,train
bgo7N_XEzVs,0,goat bleating,train
bgo7N_XEzVs,16,goat bleating,train
bgpvj_DORHY,209,people marching,train
bgrPNwug1QI,0,playing didgeridoo,train
bgrPNwug1QI,4,playing didgeridoo,train
bgrd6l6A2hA,20,"vehicle horn, car horn, honking",train
bgs-u5nJYBA,183,singing choir,train
bgs-u5nJYBA,208,singing choir,train
bgt94inUcYg,42,swimming,train
bgy8lOzMuTQ,7,chicken clucking,train
bgycAv4HfPM,40,playing mandolin,train
bgycAv4HfPM,41,playing mandolin,train
bh-wansMYh4,50,"playing marimba, xylophone",train
bh03nyRVgUs,20,people eating crisps,train
bh03nyRVgUs,50,people eating crisps,train
bh2R7FDSisI,54,magpie calling,train
bh2R7FDSisI,69,magpie calling,train
bh3Dnwy0NYY,30,"pigeon, dove cooing",train
bh3M0wYsW1k,76,alarm clock ringing,test
bh4XA-geHjQ,41,opening or closing car doors,train
bh4XA-geHjQ,134,opening or closing car doors,train
bh6myhK8g_s,10,printer printing,train
bh78sR1j_n0,24,tapping guitar,train
bh78sR1j_n0,51,tapping guitar,train
bh7k7l_Ibqc,180,eating with cutlery,train
bh9KOknq9bc,33,"electric shaver, electric razor shaving",train
bhA-HX-Z8h8,200,"subway, metro, underground",test
bhAgIFJbJrA,117,playing darts,train
bhD9RNszPDw,64,playing didgeridoo,train
bhFgmdUYIWU,30,sheep bleating,train
bhJXPU26MZk,402,baby laughter,train
bhJ_uU9xkd0,70,swimming,train
bhKn3XeK_NI,390,"female speech, woman speaking",train
bhSnA6RJ8Ug,77,arc welding,train
bhSnA6RJ8Ug,90,arc welding,train
bhY3m18d9Fc,403,lip smacking,train
bhY3m18d9Fc,619,lip smacking,train
bhYCaFIJT30,20,lawn mowing,train
bha-d3HXdMI,60,playing bass guitar,test
bhaP9jGaMsI,0,"child speech, kid speaking",train
bhbD_y4u_aw,6,horse neighing,train
bhbD_y4u_aw,54,horse neighing,train
bhfbl5KNirU,16,magpie calling,train
bhfbl5KNirU,105,magpie calling,train
bhfxAm_3VzA,44,volcano explosion,train
bhfxAm_3VzA,56,volcano explosion,train
bhgGmt8OgZM,3,goat bleating,train
bhgGmt8OgZM,24,goat bleating,train
bhgPmw6-w7Q,0,"child speech, kid speaking",train
bhh_vfHz2Lk,499,playing double bass,train
bhh_vfHz2Lk,550,playing double bass,train
bhhaSWNScGc,420,playing bass guitar,train
bhiuxo2RUnw,11,playing bugle,train
bhkPaZfsdtA,8,playing didgeridoo,train
bhlK9GdCWTk,22,rope skipping,train
bhlSDO8YOuo,0,playing didgeridoo,train
bhlSDO8YOuo,13,playing didgeridoo,train
bhnRf3RYe98,32,child singing,train
bhnRf3RYe98,44,child singing,train
bhpIB09qNTc,0,"female speech, woman speaking",train
bhpkMhExVqg,30,sailing,train
bhrBy1YqqVI,86,volcano explosion,train
bhvuDEOfMxo,143,playing timbales,test
bhxP0WJ17ko,420,train horning,train
bhySQTYuhLM,490,driving motorcycle,train
bhydWmRH0Xg,260,"subway, metro, underground",train
bi0xB8qNNt8,2,opening or closing car electric windows,train
bi1IWp6clp4,36,volcano explosion,train
bi2YQQjVgUI,140,people whispering,train
bi2h4ZpMih8,63,cap gun shooting,train
bi5E6H04BhM,552,people cheering,test
bi5rn79Alf4,27,playing tambourine,train
bi5rn79Alf4,90,playing tambourine,train
bi7UG8AT1sY,0,people hiccup,train
bi7WkawOWAQ,90,canary calling,train
bi7WkawOWAQ,132,canary calling,train
bi9_xY5-Cf0,120,ocean burbling,train
biEmNQIGzTU,270,"race car, auto racing",train
biFWGPixVqI,54,train wheels squealing,train
biFpuf2UYgw,113,basketball bounce,train
biG8oNmCnNM,245,chainsawing trees,train
biHbeulrVEQ,7,people shuffling,train
biKTQt6qIgo,7,people cheering,train
biO2iCgjlew,119,playing synthesizer,train
biO2iCgjlew,484,playing synthesizer,train
biONQT7E0DM,468,playing squash,train
biPJwkBezxc,100,people babbling,train
biR9GQgVVPg,30,"railroad car, train wagon",train
biRDakHDvGY,6,playing flute,train
biROU5YSAPg,134,playing table tennis,train
biU2FTQLoRA,159,lawn mowing,train
biU2FTQLoRA,175,lawn mowing,train
biV8Gxzgods,37,lathe spinning,train
biWk1rKGpgI,47,baby babbling,train
biX0gr2HwPo,83,playing flute,train
biYS-B_I44s,116,swimming,train
biYedDLibQs,64,tap dancing,train
bi_GLOAbrKA,60,bird wings flapping,test
bi_YN5AM6Ck,0,splashing water,train
bibfIc7Uj7w,30,people running,train
bieUxRdZumw,26,cattle mooing,train
bieUxRdZumw,46,cattle mooing,train
bij9l3w33zA,65,electric grinder grinding,train
bijBE5NUOPA,30,goose honking,train
bijnFACfm8Q,410,playing acoustic guitar,train
binVbFH3LPU,211,skiing,train
bio0x_qHgpU,132,volcano explosion,train
bioCY2cN4e4,257,playing squash,train
birCPPom65k,40,"engine accelerating, revving, vroom",train
bisrDRABzBI,30,playing hammond organ,train
biwWyeZFJMA,295,people battle cry,train
biwWyeZFJMA,316,people battle cry,train
biwasX5SD78,245,eletric blender running,train
biwyqBjfPU8,70,child singing,train
bizdOeh0nWg,149,francolin calling,train
bizlRj6yVx4,11,eating with cutlery,train
bizlRj6yVx4,23,eating with cutlery,train
bizmBpWUwFk,130,"electric shaver, electric razor shaving",test
bj-PurxvG4c,30,typing on computer keyboard,train
bj0hVqsecbw,344,playing harp,train
bj1wYMwZOyU,107,wood thrush calling,train
bj1wYMwZOyU,135,wood thrush calling,train
bjA3gCODpnI,0,people sobbing,train
bjAf1FxAmp8,30,"rowboat, canoe, kayak rowing",train
bjDSOZy0ox8,15,hammering nails,train
bjDSOZy0ox8,100,hammering nails,train
bjDZDmj8u2A,0,people cheering,train
bjG6Sa59TrE,3,dog growling,train
bjH-ahdq8M8,40,people sniggering,train
bjHPNqGWmcE,0,thunder,train
bjMwJQLKmv4,10,people booing,train
bjOStn6-kGw,91,playing mandolin,train
bjOStn6-kGw,180,playing mandolin,train
bjP0DOt4-VI,0,owl hooting,train
bjP0DOt4-VI,31,owl hooting,train
bjR9lv5Q00g,0,driving snowmobile,train
bjR9lv5Q00g,10,driving snowmobile,train
bjSmlirR3EA,150,"female speech, woman speaking",train
bjSuO7h7YTQ,41,missile launch,test
bjVfnULGpQs,7,baby laughter,train
bjVfnULGpQs,24,baby laughter,train
bjVnG7ofQQw,0,"race car, auto racing",train
bjWNumTcQpM,124,driving snowmobile,train
bjWNumTcQpM,142,driving snowmobile,train
bjXmRL4cpH4,15,wind chime,train
bjb7QtMEBUg,283,tornado roaring,test
bjcc0IaF0Is,120,"child speech, kid speaking",train
bjkcIxZ4Dks,30,car engine knocking,train
bjoe5H1Jmec,30,people crowd,train
bjqQzuEFAB0,60,sailing,train
bjs2vx_ZN20,300,waterfall burbling,train
bjvnTxWP7vo,90,playing cymbal,test
bjwbYDSQyzE,30,playing drum kit,train
bjxwmytVnMg,22,cheetah chirrup,train
bjxwmytVnMg,33,cheetah chirrup,train
bjy380zddL8,200,skateboarding,train
bjyxmvpUM94,56,goose honking,train
bjzHzso-sA4,67,cuckoo bird calling,train
bjzHzso-sA4,123,cuckoo bird calling,train
bjzXlyWOog4,47,foghorn,train
bjzeHpivD30,30,playing bass guitar,train
bk-FWtR2Ne4,131,playing hockey,train
bk0HCbpn608,10,toilet flushing,train
bk0erH6bQqI,27,baby laughter,train
bk1eoaqd8D4,18,skiing,train
bk1eoaqd8D4,48,skiing,train
bk25QDDIHNE,20,police car (siren),train
bk3caITTOw4,50,"pigeon, dove cooing",train
bk46GHSxDjs,30,people whistling,train
bk7sK4J7LpM,30,chainsawing trees,train
bk7ywAAQRYU,345,people marching,train
bk7ywAAQRYU,389,people marching,train
bk8ccXsOfA4,7,people booing,train
bk8ccXsOfA4,17,people booing,train
bk8wEsaEUDg,151,playing table tennis,train
bk9etqPaM4w,332,tapping guitar,train
bk9p78yl3us,73,yodelling,train
bk9xgrw3dp8,30,people belly laughing,train
bkC-mQkWW2U,0,playing cymbal,train
bkCIki8IhLE,20,fireworks banging,train
bkCqeOhqCFU,0,pheasant crowing,test
bkFvzo2HSrU,32,playing congas,test
bkGG4h5C0Mo,17,police radio chatter,train
bkGy646dRjQ,30,people whispering,test
bkH3khklMuk,110,airplane flyby,test
bkH7PLDS-ls,250,playing guiro,train
bkH7PLDS-ls,269,playing guiro,train
bkIBHUh7LrE,115,cricket chirping,test
bkIBHUh7LrE,126,cricket chirping,test
bkIGhswLsMk,9,black capped chickadee calling,train
bkLGOUa01yo,10,playing electric guitar,train
bkPVg-zDzFI,40,dog bow-wow,train
bkS0shAPDw0,80,chicken crowing,train
bkS9gYXNquY,56,rope skipping,train
bkS9gYXNquY,407,rope skipping,train
bkTfflP2kmQ,6,chipmunk chirping,train
bkTfflP2kmQ,39,chipmunk chirping,train
bk_UySOJ6GI,30,machine gun shooting,train
bkbKkORjGIQ,100,child singing,train
bkbKkORjGIQ,158,child singing,train
bkgPeHxZs94,0,metronome,test
bkgPeHxZs94,19,metronome,test
bkhV6TwWSTQ,111,firing muskets,train
bkhV6TwWSTQ,173,firing muskets,train
bkkzbtd2_Q8,39,missile launch,train
bkkzbtd2_Q8,60,missile launch,train
bkmYIbAbyGo,10,people babbling,train
bkor-Wyd-0g,160,driving motorcycle,train
bkr3O4iVofw,30,sheep bleating,train
bktXFRMuUXo,100,people cheering,train
bkuKEh0xnkM,170,playing drum kit,train
bkuSF0-hZwE,9,driving snowmobile,train
bkv5xfB-jjg,30,"motorboat, speedboat acceleration",train
bkvGH2lQ3pQ,30,playing vibraphone,train
bkvGH2lQ3pQ,187,playing vibraphone,train
bkw9IN4mTNA,30,playing hammond organ,train
bkzGHRpx5MM,30,playing bass guitar,test
bkzMPhkd7fE,150,people crowd,train
bkz_qCyAnCo,319,eletric blender running,train
bl-JmlvcZxU,71,playing badminton,train
bl-ZTsgy6cU,40,"bee, wasp, etc. buzzing",train
bl15i9xt66s,35,basketball bounce,train
bl5PHVntD70,9,"fly, housefly buzzing",test
bl5cgQRqNRw,110,playing snare drum,train
bl7Ko0SJ5FY,105,playing harpsichord,train
bl8FqJtS4-Q,30,"pigeon, dove cooing",train
blD2kLDDcEE,260,playing trumpet,train
blDW2trdABg,20,magpie calling,train
blDlxEUbGqI,0,eletric blender running,train
blDlxEUbGqI,10,eletric blender running,train
blENMp8EZLY,30,people running,train
blEfKMMZH00,232,tap dancing,train
blF9rmOqfV8,290,playing electric guitar,train
blFP1NDXvwQ,40,playing piano,train
blGCJoWrwV0,30,car engine knocking,train
blGSOjsAtdg,0,fireworks banging,train
blKyeIX37SQ,193,people booing,train
blMKXBscM7U,205,chopping food,train
blP1RpcCN4o,41,writing on blackboard with chalk,train
blP1RpcCN4o,53,writing on blackboard with chalk,train
blQU52uq57s,510,playing drum kit,train
blRJgHaFyNM,24,chipmunk chirping,test
blT66g8x458,180,ocean burbling,test
blT9QYaVV5I,382,vacuum cleaner cleaning floors,train
blV6lSUUSso,182,cutting hair with electric trimmers,train
blVEC0ERdnE,154,cat caterwauling,train
blXgFEy6S6g,201,playing harp,train
blYFDj9VNck,12,dog whimpering,train
blYFDj9VNck,28,dog whimpering,train
blYYW-EUGDA,30,playing bass guitar,test
bl_qaZH1bbI,10,mynah bird singing,train
bl_qaZH1bbI,20,mynah bird singing,train
bliklz5VtOE,19,lions roaring,train
bliklz5VtOE,32,lions roaring,train
blj5HdnAbWE,10,people hiccup,train
blmQqcAs-Ek,141,playing table tennis,train
bln5A2hopKQ,92,playing table tennis,test
blqLq9HVmHw,155,playing erhu,train
blqLq9HVmHw,229,playing erhu,train
blsaYxUfSiY,12,baby babbling,train
blsaYxUfSiY,77,baby babbling,train
blshog_XJNU,60,"race car, auto racing",train
bltHehYBdy8,70,dog howling,test
bluQbquRkGU,401,bull bellowing,train
blwhhsKc6WI,52,beat boxing,train
blx-t1rlHhk,82,playing tennis,train
blx0PSRVIo4,20,"engine accelerating, revving, vroom",train
blxyqCzgJls,15,playing clarinet,train
blxyqCzgJls,154,playing clarinet,train
bm3po-9-xHw,61,people sneezing,train
bm3po-9-xHw,85,people sneezing,train
bm5IT7e2vvI,120,"playing marimba, xylophone",test
bm6HHeAlcAU,260,people whispering,train
bm7Sh_UZoMY,350,lions growling,train
bm7TwjyRYpk,0,playing electronic organ,train
bm7i8NwIh20,113,tap dancing,train
bm9SDuWIAk0,90,planing timber,train
bm9SDuWIAk0,545,planing timber,train
bmBSCq2xjlU,230,people sniggering,train
bmECCUC2IvE,20,"railroad car, train wagon",train
bmHo5nbDdQI,350,"child speech, kid speaking",train
bmIHR7WWQLY,10,driving buses,train
bmJFbfIdQJ8,28,lions roaring,train
bmK9BbOkylA,0,fireworks banging,train
bmKtI808DsU,9,lions growling,test
bmL_Zsoi3nM,40,canary calling,train
bmNjHkoEmLQ,0,playing trombone,train
bmNjHkoEmLQ,1,playing trombone,train
bmUVSBqOBRI,0,basketball bounce,train
bmX9lmfi188,94,mosquito buzzing,train
bmYCghjgGR8,22,frog croaking,train
bmakSi9M2Ww,220,"cattle, bovinae cowbell",test
bmdRXSbL3io,463,people slurping,train
bmdRXSbL3io,557,people slurping,train
bmeRROzi_4k,430,machine gun shooting,train
bmeRROzi_4k,464,machine gun shooting,train
bmefVbk2-lM,114,playing djembe,test
bmfKIUyls84,96,cap gun shooting,train
bmk2DsZH9ZE,1168,"heart sounds, heartbeat",train
bmmEufdm_4U,30,driving buses,train
bmnSFKrPV08,1,pheasant crowing,train
bmnbvE7YAZk,10,driving motorcycle,train
bmnvxtJp34w,0,alarm clock ringing,train
bmoDb6w_IKg,4,parrot talking,train
bmqa15B5ra0,10,skateboarding,train
bmvCcudPSs8,0,playing ukulele,train
bmvCcudPSs8,268,playing ukulele,train
bmyKEak01OE,8,"electric shaver, electric razor shaving",train
bn0cq5_Ao50,173,mouse clicking,train
bn1TUcXPHfA,223,playing bugle,test
bn2-usQ0FOU,485,people farting,train
bn4RYfVRnx8,15,toilet flushing,train
bn52t0gCNzI,72,missile launch,train
bn8Bkctmwak,30,people running,train
bnALetcgx70,1,playing bongo,train
bnALetcgx70,280,playing bongo,train
bnBhgUIjtSE,30,sheep bleating,train
bnCFkxDOuNs,0,"electric shaver, electric razor shaving",train
bnCqgKiOOMc,7,"electric shaver, electric razor shaving",train
bnDMY5shnTk,224,skiing,train
bnDRKyaNvZM,183,playing snare drum,train
bnDRKyaNvZM,274,playing snare drum,train
bnDaxa6v3lg,280,"bird chirping, tweeting",train
bnEXA1wZkBw,4,zebra braying,train
bnEqP_x0MTU,20,gibbon howling,train
bnFZy6N2TS0,327,"male speech, man speaking",test
bnJ6Pd18ztU,174,singing bowl,train
bnJP3pWTgyg,16,turkey gobbling,train
bnLGYE7yroI,30,typing on computer keyboard,train
bnOrXtmtWqo,58,baltimore oriole calling,train
bnOuVpcqB8g,2,"donkey, ass braying",train
bnOuVpcqB8g,17,"donkey, ass braying",train
bnPqVjlyfAA,0,"railroad car, train wagon",train
bnQlBzGQ0Sc,220,baby babbling,test
bnRfJq56KoA,1,lions growling,train
bnRfJq56KoA,12,lions growling,train
bnSE8NowpNw,50,cat meowing,train
bnSjF3nxENA,8,police car (siren),train
bnWYVnC2VMk,60,"railroad car, train wagon",train
bn_zno7IXng,127,playing volleyball,train
bncyJqamESw,20,people farting,test
bngAUddl1rc,20,"child speech, kid speaking",train
bng_S34aLqs,80,playing acoustic guitar,train
bnga4_LIr34,490,playing piano,train
bnjo2Bx3_RE,71,people humming,test
bnlkXcONaBs,236,playing tuning fork,test
bnm0ztYG4xs,0,playing ukulele,train
bnm0ztYG4xs,154,playing ukulele,train
bnn1HD-hKFQ,12,cap gun shooting,train
bnnB_BzAmgA,20,dog bow-wow,train
bnnufgEITNs,47,tractor digging,train
bnq515a2bCw,148,firing cannon,train
bnq515a2bCw,366,firing cannon,train
bnqsQhk2yX0,40,machine gun shooting,train
bo316DYYy80,34,typing on computer keyboard,train
bo6WcvTxYZ4,21,playing didgeridoo,train
bo9sSwEqnzs,30,orchestra,train
boETEUNxZJY,67,people humming,train
boETEUNxZJY,177,people humming,train
boEXiizBQDE,43,playing glockenspiel,train
boEvuyQ50dM,278,bouncing on trampoline,train
boFABikOwDI,45,playing hockey,train
boK9z1hSasQ,208,child singing,train
boK9z1hSasQ,218,child singing,train
boM0PUo-2ww,29,playing squash,train
boOQ1zWLQ2E,30,goose honking,train
boPZxCznYbc,30,crow cawing,test
boQ2-m5Tiek,180,"pigeon, dove cooing",train
boSzdRZoqz0,0,car engine starting,train
boWKyNs9gQs,140,train horning,train
boWKyNs9gQs,236,train horning,train
boW_X0g5wBE,7,chainsawing trees,train
boXzdQsJe2k,11,playing clarinet,train
boXzdQsJe2k,23,playing clarinet,train
boYCHQeENzg,110,playing piano,train
bofgHp2-JHk,0,people crowd,train
bogIYcMmesk,89,squishing water,train
bohDK3VIPV8,59,elk bugling,train
bohDK3VIPV8,220,elk bugling,train
bohvqDymNzo,270,helicopter,train
boiGR9GXOmQ,7,playing tambourine,train
boiGR9GXOmQ,20,playing tambourine,train
bok39asc620,87,vacuum cleaner cleaning floors,train
bokQgOSQ2OA,1,playing squash,train
bokwABupdRA,110,playing piano,train
boo-N0ERjOA,22,sliding door,train
boo-N0ERjOA,42,sliding door,train
bovpIaQBYtk,0,opening or closing car electric windows,test
box-GJrR5t4,30,playing bagpipes,train
boysZ85f8fY,249,playing sitar,train
bozNgJ7T754,59,playing timbales,train
bp-BojkbF98,160,eating with cutlery,train
bp-XBkdA4rM,385,people marching,test
bp-sNUYwQUw,30,sailing,train
bp1g977yysk,81,playing banjo,train
bp285IQuHu0,30,playing cello,train
bp7Ge0rXDpI,9,people nose blowing,train
bp7Ge0rXDpI,57,people nose blowing,train
bpDicRIWZH4,30,turkey gobbling,train
bpF6KhK8El0,30,police car (siren),train
bpHdHkhHFMc,0,playing harmonica,train
bpHdHkhHFMc,1,playing harmonica,train
bpJkS_JLECs,10,people sobbing,train
bpKcP7yko1w,200,using sewing machines,train
bpKhMlQcoKc,37,wood thrush calling,train
bpL0qLZWBbY,20,playing bass guitar,train
bpMTPSaa_wM,139,singing choir,train
bpMTPSaa_wM,153,singing choir,train
bpMfQdhXrow,75,firing muskets,train
bpMfQdhXrow,123,firing muskets,train
bpNlAEmVUxA,2,"alligators, crocodiles hissing",train
bpNtWoBEAF0,0,playing drum kit,train
bpO0Bu33GU0,6,police car (siren),train
bpSzLZtliFo,5,chopping food,train
bpVcIExrt1I,10,playing piano,train
bpWFomF6A6c,161,playing badminton,train
bpWUBRU3NQw,70,"electric shaver, electric razor shaving",train
bpXRRH_CxJM,140,footsteps on snow,test
bpXcG9Nfvos,48,"subway, metro, underground",train
bpYcePUcG7Q,30,sloshing water,train
bp_QFVnao2E,12,vacuum cleaner cleaning floors,train
bp_QFVnao2E,53,vacuum cleaner cleaning floors,train
bpbXDdlksx0,30,police car (siren),train
bpclJoDaTCY,8,"ice cream truck, ice cream van",train
bpclJoDaTCY,18,"ice cream truck, ice cream van",train
bpglYfkW4Rw,20,chicken crowing,train
bpjXesdmWJ4,150,chainsawing trees,train
bplN8BggA2A,2,civil defense siren,train
bplrGn8F-OQ,400,"playing marimba, xylophone",train
bpmf2FlvcIQ,250,orchestra,train
bpmhW4zGwV0,64,tapping guitar,train
bpmhW4zGwV0,170,tapping guitar,train
bpmmvWY1Wl4,41,chimpanzee pant-hooting,train
bpnVTI2ltm4,121,playing tabla,train
bpnVTI2ltm4,132,playing tabla,train
bppgcyxMKvQ,620,child singing,test
bpqvsZ-6tNI,280,ocean burbling,train
bpt016ySpIM,38,people marching,train
bptCfBcGj2Q,262,beat boxing,train
bptyYymJNkM,112,owl hooting,train
bptyYymJNkM,365,owl hooting,train
bpwsd9wZiKk,50,baby laughter,train
bpxK2ub-qCs,30,"motorboat, speedboat acceleration",test
bpz3OQ_HO8g,49,playing badminton,train
bpzR-PBuJLw,14,cattle mooing,train
bq2MtpSjIwA,330,eating with cutlery,train
bq36BoGetzE,84,cow lowing,train
bq3hQsvxUSY,90,singing choir,train
bq3siqWtEtI,87,hail,train
bq3siqWtEtI,111,hail,train
bq6C0_tAbJM,30,helicopter,test
bq6pZr5Qp2M,120,ambulance siren,train
bq9Isv3kNBQ,170,wind noise,train
bq9a5cDHor8,21,singing bowl,train
bqBYY83ye-g,29,playing oboe,train
bqHVrlzr0zI,0,train horning,train
bqJ0HRkbCRo,1,chicken clucking,train
bqL1_oFUh1o,359,arc welding,train
bqLKCV36uJA,493,owl hooting,train
bqMgL5qmZ-k,30,playing didgeridoo,test
bqO-aPslheY,60,cat purring,train
bqO-aPslheY,111,cat purring,train
bqQJZiEEB0g,30,sheep bleating,train
bqQa4SF-FQk,110,"motorboat, speedboat acceleration",train
bqSSs-5a14E,80,playing cymbal,train
bqTIwMXUBeI,15,sliding door,train
bqVNgG0R3u4,11,slot machine,train
bqW4R5Um11s,80,planing timber,train
bqW4R5Um11s,94,planing timber,train
bqZNx4sT2Og,30,"pigeon, dove cooing",train
bqZf6ynxdhE,37,sliding door,train
bqZf6ynxdhE,124,sliding door,train
bqdKuWq1M8k,170,"railroad car, train wagon",train
bqdt0RzCbk4,20,ambulance siren,train
bqeEy6CFctQ,6,playing french horn,train
bqeEy6CFctQ,37,playing french horn,train
bqfTZenK15Q,2,squishing water,train
bqjqpzJckYs,28,playing trombone,train
bqkdp2Y-C-0,4,wind chime,train
bqkdp2Y-C-0,17,wind chime,train
bqmCcrUubtw,270,people clapping,train
bqmWNU5oLZM,7,crow cawing,test
bqmfhAupH8I,19,"pigeon, dove cooing",train
bqp3e-O48W8,96,tap dancing,train
bqs08kDGLic,18,playing theremin,train
bqvl7IbPteU,30,playing electric guitar,test
bqwHCsEztNE,30,singing bowl,test
bqyYR0q1exc,118,baby crying,train
br04KTDXgds,20,ocean burbling,train
br0TrZkIPUQ,150,playing electronic organ,train
br9ApnAc0ss,150,"playing marimba, xylophone",train
brCVw32G-uc,67,horse clip-clop,train
brCVw32G-uc,96,horse clip-clop,train
brGwBBIiVLA,556,"vehicle horn, car horn, honking",train
brQDesFFdgc,30,thunder,train
brS8rfqB5Lw,29,"heart sounds, heartbeat",train
brS8rfqB5Lw,75,"heart sounds, heartbeat",train
brYB_gY7zNQ,40,people whistling,train
brahX3tfhx8,70,bird squawking,train
brbgCR7A5Vo,94,playing electronic organ,train
brbgCR7A5Vo,145,playing electronic organ,train
brfKKehFtmw,30,chainsawing trees,test
brfMnl3U64M,4,playing bongo,test
